,Tweets
15244,The Paris Climate Agreement is about the citizens of Paris? Just a heads up when Biden rejoins the WHO: that's not the English rock band. https://t.co/tBRTUozz0Y
15245,"This just in: Paris Climate Agreement was drawn up by the citizens of Paris to push their views on the rest of the world. Honestly, the nerve. https://t.co/yWLNhiNh7J"
15246,"Which is more idiotic: Ted Cruz’s tweet about the Paris Climate Agreement relating to the views of citizens of Paris, or Scott Morrison’s statement that there were 12 ships in the First Fleet?"
15247,"President Biden immediately  got to work reversing or rescinding many of Trumps worst policies : rejoined Paris climate agreement, ended the Muslim travel ban, reversing ban of trans people in the military &amp; reversing the planned Keystone XL pipeline. https://t.co/8xPqAjLchL"
15248,"@SenTedCruz By suggesting that the Paris Climate Agreement is only the view of the citizens of Paris, you indicate that you do not understand the Paris Climate Agreement."
15249,@Thing_ing @brown_sucre รอน้องคอมเมนท์การกลับไปร่วม Paris Climate Agreement
15250,@SenTedCruz Every day it gets harder to tell if you’re actually this stupid or if you’re lying to trick your people who are this stupid into voting for you. #ParisClimateAgreement #BidenInauguration
15251,"Beginning of new beginnings! 

#ClimateAction #ParisClimateAgreement https://t.co/HFzOPdGGdH"
15252,@SenTedCruz The Paris Climate Agreement is about the citizens of Paris? Just a heads up when Biden rejoins the WHO: that's not the English rock band.
15253,@Kiwi_Force Ah yes the Paris Climate Agreement. An agreement so many countries signed on to which solely benefits the *checks Cruz's notes* citizens of Paris?
15254,"President Biden returns the US to the Paris Climate agreement

@potus  @joebiden  @kamalaharris  #usa🇺🇸 #Prime9news https://t.co/pcPPvnHOKI"
15255,#ParisClimateAgreement https://t.co/sgBrnfHM5H
15256,@SenTedCruz Already being divisive as opposed to helping the USA reach climate goals while promoting livelihoods of Americans. Also Paris Climate Agreement has little to do with the views of the citizens of Paris.  Stop misinforming the public. That's how the insurrection happened.
15257,"How does Ted Cruz not know the Paris Climate Agreement is just a resolution within the UN Framework Covention by many nations to pursue a global Climate Change agenda, signed in Paris in 2016, and not exactly for Paris?

@MusadAfzal, pls send him @DubaiCarbon newsletters. https://t.co/6mjeQR5ZEz"
15258,"As a citizen of #Paris, I’m truly flattered by the interest of @POTUS in my views...#ironyoff...who is gonna explain to @SenTedCruz whose worries and “views” are reflected by the #ParisClimateAgreement? https://t.co/Xj8Hzre5OG"
15259,US rejoined the Paris climate agreement. Welcome back! https://t.co/ithKxSAECz
15260,"Paris Climate Agreement = views of the citizen of Paris!!! He’s not serious — he’s kidding, right? He knows what the Paris Agreement is, doesn’t he? https://t.co/ZUQxb1R2wV"
15261,"Hoping you're all keeping safe and well!

In his first few hours as President, Biden has reversed the building of the KeystoneXL pipeline, avoiding an ecological disaster, and rejoined the Paris climate agreement. 

Meanwhile, Britain's Trump... https://t.co/WLhd09vhXk"
15262,@SenTedCruz Do you really think the Paris climate agreement is about the climate of PARIS ?!
15263,"@SenTedCruz Really, Dude? Do you really think  The Paris Climate Agreement is based on the opinion of Parisians? I thought you were “highly” educated. #ResignTedCruz"
15264,"Your logic is showing. Rejoining the Paris Climate Agreement is in no way indicative of what you suggest. It does not follow.  

Continue misleading people while you can; your time is running out. #ResignTedCruz #ResignCruz #Insurrectionist https://t.co/QHUtEmXQ1j"
15265,Ted Cruz drivel:”By rejoining the Paris Climate Agreement President Biden indicates he’s more interested in the views of the citizens of Paris than in the jobs of the citizens of Pittsburgh. This agreement will do little to affect the climate and will harm the lives of Americans”
15266,"Do you even know what the Paris Climate agreement is about, you dumb fuck? https://t.co/74I0zq9P6K"
15267,Ted Cruz doesn’t know what is Paris Climate Agreement. It could be funny if it is not pathetic and disinformation #ParisClimateAgreement  . https://t.co/n7jBeTfMlt
15268,U.S. Rejoins Paris Climate Agreement https://t.co/2poH23X2tc https://t.co/hYiFqzqllQ
15269,How to confirm you don't know what the Paris Climate Agreement is in a tweet: https://t.co/TxVKknZ6PV
15270,"I guess best decision by @POTUS 

World's biggest polluter needs to care about environment most

#ParisClimateAgreement https://t.co/dJQVsNCfID"
15271,"@SenTedCruz Lol 

It's Paris        climate agreement

          Not 

Paris climate           agreement  😎"
15272,@SenTedCruz Omg! I can’t believe you don’t even Know what the Paris climate agreement is let alone making a lunatic statement about it. I suppose you think the Geneva Convention is about the citizens of Geneva too right? Nutter.
15273,@Sethrogen @SenTedCruz Sooooo guess all y’all think the Paris Climate Agreement is really about Paris.
15274,Biden Signs Order Rejoining Paris Climate Agreement : Inauguration Day: Live Updates  https://t.co/4Okyrlgkpi
15275,"Ted is not this stupid, he is still a dangerous threat and this is deliberate dog whistle politics. #ParisClimateAgreement https://t.co/1NM0hPA3AU"
15276,"So around the inauguration was a blizzard of executive orders to rescind the Muslim ban, to bring the US back to the Paris Climate Agreement, and rejoining the WHO. But Biden also set the tone with his new team in other ways that matter #leadership https://t.co/5bhyYi3iTg"
15277,"The USA is back in the Paris Climate Agreement. A very good signal for international climate protection.
Time for change!
#MondaysforFuture
#ClimateAction 
#ClimateAmbition 
#ClimateCrisis 
#ClimateEmergency https://t.co/1Xt7TbG0XW"
15278,"President Joe Biden hit the ground running by repealing 15 executive orders including the end of Trump's wall, a lifting of travel bans, a mask mandate, and re-joining the Paris climate agreement. @LexiDaish #9News https://t.co/24BygFgID9"
15279,"The Transatlantic Partnership is reloading with updates on fighting viruses: biological, financial, digital, disinformational and most importantly CO2 viruses...
#ParisClimateAgreement #GreenDeal 
https://t.co/SH4Rnsd9In"
15280,@SenTedCruz Really? You think Paris is the purpose of the Paris Climate Agreement?!? How hilariously ignorant you are!! And so PROUD of your ignorance too!! Now what schools gave you degrees?? C’mon. Say something else stupid. This is fun!!
15281,@SenTedCruz ok so you obviously don’t understand the Paris Climate Agreement isn’t *about* Paris. Yikes.
15282,@daveweigel @jaketapper Since when has Texas senator @tedcruz an opinion that matters and makes sense? #ClimateEmergency #ParisClimateAgreement #Inauguration #Biden
15283,@atrupar This is the most insanely idiotic thing I have heared all day! I bet our fears that without Trump we might suffer loss of entertainment were unfounded. I say we have a worthy successor! Praise Donald J. Cruz! BTW: #ParisClimateAgreement was not about citizens of Paris.
15284,@SenTedCruz Are you really so stupid? The citizens of Paris have nothing to do with the Paris Climate Agreement! #ExpelTedCruzNow
15285,In the name of the world 🌍 THANK YOU 🙏 #ParisClimateAgreement https://t.co/rEU0THRJZa
15286,"@LordofWentworth Surely he knows the 'Paris' in the Paris Climate Agreement actually refers to Paris Hilton, who apparently also runs the Hilton Total Landscaping company?"
15287,"@SenTedCruz Your logic is showing. Rejoining the Paris Climate Agreement is in no way indicative of what you suggest. It does not follow.  

Continue misleading people while you can; your time is running out."
15288,"Say it with me: 

French Fries are not from France. 
The bald eagle isn't bald. 
Guinea pigs are not from Guinea nor are they pigs.

The Paris Climate Agreement wasn't written by the citizens of Paris.  

AND 

Ted ""Cruz"" has no heart. https://t.co/yXlGqFQ2Zm"
15289,You mean to tell me this man is an actual US senator and doesn’t know the Paris climate agreement is solely called this because it’s signed there... has nothing to do with its citizens 🤦🏻‍♀️ https://t.co/dee5d5oBGO
15290,"“By rejoining the Paris Climate Agreement, President Biden indicates he’s more interested in the views of the citizens of Paris than in the jobs of the citizens of Pittsburgh.” 

🤦‍♂️ words cannot express how dumb that messaging is 🤦‍♂️ https://t.co/8qyqMD9Hdb"
15291,"President @EmmanuelMacron Welcomes #USA Back to Paris Climate Agreement

Rejoining the Paris climate agreement is one of many executive actions President @JoeBiden takes on day one of his presidency.

@Inauguration2021 
@ClimateReality 
#ClimateAction

https://t.co/bKvBoZnTtK"
15292,"Don't think you understand WHY it's called the Paris Climate Agreement! This should concern everyone. 'Google' it, so you can correct your statement and not embarrass yourself further. https://t.co/mv6zSdgh3s"
15293,Princeton and Harvard educated Senator Ted Cruz on the Paris Climate Agreement. https://t.co/EEeVXOSdGW
15294,President @JoeBiden Rejoins Paris Climate Agreement. https://t.co/jZlTZloW4f
15295,"@SenTedCruz You do understand that the Paris Climate Agreement isn’t about Paris and its citizens, right?"
15296,Do you seriously think the Paris Climate Agreement is about the citizens of Paris? 😂😂 https://t.co/jmnY6lQcoa
15297,"@POTUS nel giorno del suo insediamento firma 17 emendamenti, tra cui lo stop alla costruzione del muro, il rientro nella WHO e nel Paris Climate Agreement."
15298,"#ParisAgreement 
#ClimateChange 
In the first day of his presidency, Biden reinstates Paris climate agreement
https://t.co/RdWyqcCAS1"
15299,En mycket god ”nyhet” att vakna till. Vi måste ha alla med på tåget. #ParisClimateAgreement #svpol https://t.co/2KVLdgLebF
15300,You think...the Paris Climate Agreement....is about the city of Paris?😐 https://t.co/jyNot7HcJK
15301,Ah what a relief to see this! #environment #GlobalWarming #ParisClimateAgreement https://t.co/ZfpqYvRtlP
15302,"@SenTedCruz LOL! And the Treaty of Versailles only brought peace to the citizens of the village of Versailles.

I don't think you understand what the Paris Climate Agreement means. Ask a millennial, boomer."
15303,He thinks the Paris climate agreement is for Paris 🙄 https://t.co/ZR5rVNv3JG
15304,@AJemaineClement @SenTedCruz The Paris Climate Agreement has nothing to do with the citizens of Paris apart from the fact that they also share Global Climate. It's just where it was originally negotiated by the UN. @SenTedCruz is a lunatic.
15305,"@SenTedCruz 🤣🤣🤣 You're stupid! That's not what Paris climate agreement is about. If we get the jump on it. It's our technologies that can bring in
 jobs."
15306,@jonfavs The Paris Climate Agreement is a global framework. Nothing to do with views of citizens of Paris... like...seriously? A US Senator saying this? 😳🤔🤷‍♀️🤦‍♀️
